candidate_key,folds,chosen_folds,score_name,primary_col,confirm_preset,filter_preset,barrier,take_profit_mult,stop_loss_mult,max_holding_bars,avg_monthly_return_mean,avg_monthly_return_median,worst_monthly_return_min,max_drawdown_min,profit_factor_mean,positive_month_rate_mean,avg_trades_per_month_mean,robust_score_mean,constraints_ok_rate,monthly_balance_ok_rate,approved_candidate
rank_balanced_4tf|sem_confirmacao|sem_filtro|tp1.2_sl1.0_24,4,0,rank_balanced_4tf,pred_rank_score_balanced_4tf,sem_confirmacao,sem_filtro,tp1.2_sl1.0_24,1.2,1.0,24,0.0020404491194521146,0.0018829135245028716,-0.007322681248390195,-0.014416568217089032,1.3767744185515323,0.75,4.375,0.0031874574954375247,0.0,0.75,False
rank_daytrade_1h_30m|exec_30m_dir_1h_minimo|volume_muito_leve|tp1.5_sl1.0_24,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,volume_muito_leve,tp1.5_sl1.0_24,1.5,1.0,24,0.0007431613582471464,0.003065780160505238,-0.008581414099369078,-0.01587493338754775,1.1693891525303717,0.75,5.125,0.0026680703982547385,0.0,0.75,False
rank_daytrade_1h_30m|sem_confirmacao|volume_muito_leve|tp1.5_sl1.0_24,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,sem_confirmacao,volume_muito_leve,tp1.5_sl1.0_24,1.5,1.0,24,0.0007431613582471464,0.003065780160505238,-0.008581414099369078,-0.01587493338754775,1.1693891525303717,0.75,5.125,0.0026680703982547385,0.0,0.75,False
rank_wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp1.3_sl1.0_24,4,0,rank_wfo_no4h,pred_rank_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp1.3_sl1.0_24,1.3,1.0,24,0.0034676397939882586,0.004467010647493802,-0.004082470531777127,-0.023322080441346982,1.4734787676468883,0.625,7.375,0.0025709331868110225,0.0,0.75,False
rank_wfo_no4h|sem_confirmacao|sem_filtro|tp1.3_sl1.0_24,4,0,rank_wfo_no4h,pred_rank_score_wfo_no4h,sem_confirmacao,sem_filtro,tp1.3_sl1.0_24,1.3,1.0,24,0.0034676397939882586,0.004467010647493802,-0.004082470531777127,-0.023322080441346982,1.4734787676468883,0.625,7.375,0.0025709331868110225,0.0,0.75,False
wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_48,4,0,wfo_no4h,pred_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.003039026668862424,0.0031964963176080163,-0.009072084488204846,-0.024308054933375733,1.5626817097307262,0.625,3.875,0.0023812558343421844,0.0,0.75,False
wfo_no4h|sem_confirmacao|sem_filtro|tp1.5_sl1.0_48,4,0,wfo_no4h,pred_score_wfo_no4h,sem_confirmacao,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.003039026668862424,0.0031964963176080163,-0.009072084488204846,-0.024308054933375733,1.5626817097307262,0.625,3.875,0.0023812558343421844,0.0,0.75,False
execution_30m|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_24,4,0,execution_30m,pred_score_execution_30m,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.0034115507425357683,0.004262466217975269,-0.006139040659447703,-0.01587493338754764,1.7805340039359934,0.625,3.875,0.0023615158423030934,0.0,0.75,False
execution_30m|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_48,4,0,execution_30m,pred_score_execution_30m,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.0034115507425357683,0.004262466217975269,-0.006139040659447703,-0.01587493338754764,1.7805340039359934,0.625,3.875,0.0023615158423030934,0.0,0.75,False
execution_30m|sem_confirmacao|sem_filtro|tp1.5_sl1.0_24,4,0,execution_30m,pred_score_execution_30m,sem_confirmacao,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.0034115507425357683,0.004262466217975269,-0.006139040659447703,-0.01587493338754764,1.7805340039359934,0.625,3.875,0.0023615158423030934,0.0,0.75,False
execution_30m|sem_confirmacao|sem_filtro|tp1.5_sl1.0_48,4,0,execution_30m,pred_score_execution_30m,sem_confirmacao,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.0034115507425357683,0.004262466217975269,-0.006139040659447703,-0.01587493338754764,1.7805340039359934,0.625,3.875,0.0023615158423030934,0.0,0.75,False
execution_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.5_sl1.0_96,4,0,execution_30m,pred_score_execution_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.005199127803969847,0.006594041616699076,-0.03025110528767183,-0.026886707649477426,1.652602275001874,0.875,5.25,0.0019714394281938235,0.0,0.75,False
execution_30m|sem_confirmacao|sem_filtro|tp2.5_sl1.0_96,4,0,execution_30m,pred_score_execution_30m,sem_confirmacao,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.005199127803969847,0.006594041616699076,-0.03025110528767183,-0.026886707649477426,1.652602275001874,0.875,5.25,0.0019714394281938235,0.0,0.75,False
wfo_1h_heavy|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_24,4,0,wfo_1h_heavy,pred_score_wfo_1h_heavy,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.004732685868749961,0.007451989832263806,-0.0075262165148205495,-0.02278595538793249,1.2651806918105224,0.625,9.75,0.0008523739128430937,0.0,0.75,False
wfo_1h_heavy|sem_confirmacao|sem_filtro|tp1.5_sl1.0_24,4,0,wfo_1h_heavy,pred_score_wfo_1h_heavy,sem_confirmacao,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.004732685868749961,0.007451989832263806,-0.0075262165148205495,-0.02278595538793249,1.2651806918105224,0.625,9.75,0.0008523739128430937,0.0,0.75,False
wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp1.8_sl1.0_72,4,0,wfo_no4h,pred_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp1.8_sl1.0_72,1.8,1.0,72,0.004120056885603338,0.006523848678159638,-0.025698981500856033,-0.02864626148084637,1.951286720234254,0.625,7.5,0.0007146425628865452,0.0,0.75,False
wfo_no4h|sem_confirmacao|sem_filtro|tp1.8_sl1.0_72,4,0,wfo_no4h,pred_score_wfo_no4h,sem_confirmacao,sem_filtro,tp1.8_sl1.0_72,1.8,1.0,72,0.004120056885603338,0.006523848678159638,-0.025698981500856033,-0.02864626148084637,1.951286720234254,0.625,7.5,0.0007146425628865452,0.0,0.75,False
wfo_exec_heavy|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_24,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.0020742218618494956,0.0037650960666310573,-0.008577715049493229,-0.01789954620920131,1.7126030108497399,0.625,4.25,0.0005390372953985676,0.0,0.75,False
wfo_exec_heavy|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_48,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.0020742218618494956,0.0037650960666310573,-0.008577715049493229,-0.01789954620920131,1.7126030108497399,0.625,4.25,0.0005390372953985676,0.0,0.75,False
wfo_exec_heavy|sem_confirmacao|sem_filtro|tp1.5_sl1.0_24,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,sem_confirmacao,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.0020742218618494956,0.0037650960666310573,-0.008577715049493229,-0.01789954620920131,1.7126030108497399,0.625,4.25,0.0005390372953985676,0.0,0.75,False
wfo_exec_heavy|sem_confirmacao|sem_filtro|tp1.5_sl1.0_48,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,sem_confirmacao,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.0020742218618494956,0.0037650960666310573,-0.008577715049493229,-0.01789954620920131,1.7126030108497399,0.625,4.25,0.0005390372953985676,0.0,0.75,False
daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_24,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.0032310909115533665,0.0021222652763224215,-0.004710189307840951,-0.018564826570458548,1.4818327008820185,0.5,3.625,0.00038025898207943217,0.0,0.75,False
daytrade_1h_30m|sem_confirmacao|sem_filtro|tp1.5_sl1.0_24,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp1.5_sl1.0_24,1.5,1.0,24,0.0032310909115533665,0.0021222652763224215,-0.004710189307840951,-0.018564826570458548,1.4818327008820185,0.5,3.625,0.00038025898207943217,0.0,0.75,False
wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp1.8_sl1.0_48,4,0,wfo_no4h,pred_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp1.8_sl1.0_48,1.8,1.0,48,0.003788970024787605,0.006523848678159638,-0.025698981500856033,-0.02864626148084637,1.944214570582544,0.625,7.5,0.0003801210403485671,0.0,0.75,False
wfo_no4h|sem_confirmacao|sem_filtro|tp1.8_sl1.0_48,4,0,wfo_no4h,pred_score_wfo_no4h,sem_confirmacao,sem_filtro,tp1.8_sl1.0_48,1.8,1.0,48,0.003788970024787605,0.006523848678159638,-0.025698981500856033,-0.02864626148084637,1.944214570582544,0.625,7.5,0.0003801210403485671,0.0,0.75,False
execution_30m|exec_30m_dir_1h_minimo|volume_muito_leve|tp2.5_sl1.0_96,4,0,execution_30m,pred_score_execution_30m,exec_30m_dir_1h_minimo,volume_muito_leve,tp2.5_sl1.0_96,2.5,1.0,96,0.0058424087425124754,0.004313643899861663,-0.021046511776968146,-0.017650180188823472,1.3841237205419896,0.75,5.75,-0.0006008233107369625,0.0,0.75,False
execution_30m|sem_confirmacao|volume_muito_leve|tp2.5_sl1.0_96,4,0,execution_30m,pred_score_execution_30m,sem_confirmacao,volume_muito_leve,tp2.5_sl1.0_96,2.5,1.0,96,0.0058424087425124754,0.004313643899861663,-0.021046511776968146,-0.017650180188823472,1.3841237205419896,0.75,5.75,-0.0006008233107369625,0.0,0.75,False
directional_1h|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_96,4,0,directional_1h,pred_score_directional_1h,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.0072546231437236736,0.009221058593740644,-0.02379134485895551,-0.021629950635449813,1.3982155974301214,0.625,8.25,-0.0007681397361245183,0.0,0.75,False
directional_1h|sem_confirmacao|sem_filtro|tp2.0_sl1.0_96,4,0,directional_1h,pred_score_directional_1h,sem_confirmacao,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.0072546231437236736,0.009221058593740644,-0.02379134485895551,-0.021629950635449813,1.3982155974301214,0.625,8.25,-0.0007681397361245183,0.0,0.75,False
wfo_exec_heavy|exec_30m_dir_1h_minimo|sem_filtro|tp1.6_sl1.0_48,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,exec_30m_dir_1h_minimo,sem_filtro,tp1.6_sl1.0_48,1.6,1.0,48,0.002475571004759952,0.0035651162831112915,-0.008113619126525418,-0.01743981394024996,1.2823224610577277,0.5,4.75,-0.0011135387767720875,0.0,0.75,False
wfo_exec_heavy|sem_confirmacao|sem_filtro|tp1.6_sl1.0_48,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,sem_confirmacao,sem_filtro,tp1.6_sl1.0_48,1.6,1.0,48,0.002475571004759952,0.0035651162831112915,-0.008113619126525418,-0.01743981394024996,1.2823224610577277,0.5,4.75,-0.0011135387767720875,0.0,0.75,False
wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp1.6_sl1.0_48,4,0,wfo_no4h,pred_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp1.6_sl1.0_48,1.6,1.0,48,0.003205530012281438,0.003943200112917211,-0.008016074090347769,-0.023736052444542355,1.3820870602776978,0.5,6.0,-0.001603295174716881,0.0,0.75,False
wfo_no4h|sem_confirmacao|sem_filtro|tp1.6_sl1.0_48,4,0,wfo_no4h,pred_score_wfo_no4h,sem_confirmacao,sem_filtro,tp1.6_sl1.0_48,1.6,1.0,48,0.003205530012281438,0.003943200112917211,-0.008016074090347769,-0.023736052444542355,1.3820870602776978,0.5,6.0,-0.001603295174716881,0.0,0.75,False
rank_balanced_4tf|exec_30m_dir_1h_minimo|volume_muito_leve|tp1.2_sl1.0_24,4,0,rank_balanced_4tf,pred_rank_score_balanced_4tf,exec_30m_dir_1h_minimo,volume_muito_leve,tp1.2_sl1.0_24,1.2,1.0,24,0.00024336278321498983,0.001282827739817527,-0.011653693115729169,-0.014416568217089032,1.0608734678482579,0.625,3.625,-0.0017442748549515198,0.0,0.75,False
rank_balanced_4tf|sem_confirmacao|volume_muito_leve|tp1.2_sl1.0_24,4,0,rank_balanced_4tf,pred_rank_score_balanced_4tf,sem_confirmacao,volume_muito_leve,tp1.2_sl1.0_24,1.2,1.0,24,0.00024336278321498983,0.001282827739817527,-0.011653693115729169,-0.014416568217089032,1.0608734678482579,0.625,3.625,-0.0017442748549515198,0.0,0.75,False
daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_72,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.004470509531067007,0.006213005764232393,-0.01959975906435507,-0.02082642627922693,1.4434000913448588,0.75,5.75,-0.0019010084267337898,0.0,0.75,False
daytrade_1h_30m|sem_confirmacao|sem_filtro|tp2.0_sl1.0_72,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.004470509531067007,0.006213005764232393,-0.01959975906435507,-0.02082642627922693,1.4434000913448588,0.75,5.75,-0.0019010084267337898,0.0,0.75,False
rank_wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_72,4,0,rank_wfo_no4h,pred_rank_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.004641216227780021,0.008262671735839028,-0.015012752160285303,-0.021781528917998116,2.04803671649869,0.5,7.0,-0.001969971607559101,0.0,0.75,False
rank_wfo_no4h|sem_confirmacao|sem_filtro|tp2.0_sl1.0_72,4,0,rank_wfo_no4h,pred_rank_score_wfo_no4h,sem_confirmacao,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.004641216227780021,0.008262671735839028,-0.015012752160285303,-0.021781528917998116,2.04803671649869,0.5,7.0,-0.001969971607559101,0.0,0.75,False
directional_1h|exec_30m_dir_1h_minimo|sem_filtro|tp2.5_sl1.0_96,4,0,directional_1h,pred_score_directional_1h,exec_30m_dir_1h_minimo,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.007805407828722008,0.01197699768752511,-0.024510561654560004,-0.022617102868929928,1.5101298500279592,0.75,8.125,-0.001998905725041185,0.0,0.75,False
directional_1h|sem_confirmacao|sem_filtro|tp2.5_sl1.0_96,4,0,directional_1h,pred_score_directional_1h,sem_confirmacao,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.007805407828722008,0.01197699768752511,-0.024510561654560004,-0.022617102868929928,1.5101298500279592,0.75,8.125,-0.001998905725041185,0.0,0.75,False
rank_daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_72,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.004866848771526697,0.009182566060570135,-0.020322063989620998,-0.02289643693340304,2.1106396599307304,0.5,7.0,-0.002152841201321039,0.0,0.75,False
rank_daytrade_1h_30m|sem_confirmacao|sem_filtro|tp2.0_sl1.0_72,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.004866848771526697,0.009182566060570135,-0.020322063989620998,-0.02289643693340304,2.1106396599307304,0.5,7.0,-0.002152841201321039,0.0,0.75,False
daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp1.5_sl1.0_48,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.0024574204786589893,0.0021222652763224215,-0.009072084488204846,-0.024656847170206553,1.4506926451853908,0.5,3.625,-0.0027913174787101485,0.0,0.75,False
daytrade_1h_30m|sem_confirmacao|sem_filtro|tp1.5_sl1.0_48,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp1.5_sl1.0_48,1.5,1.0,48,0.0024574204786589893,0.0021222652763224215,-0.009072084488204846,-0.024656847170206553,1.4506926451853908,0.5,3.625,-0.0027913174787101485,0.0,0.75,False
wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp2.5_sl1.0_96,4,0,wfo_no4h,pred_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.005913934666833376,0.009017494631820777,-0.04526031354855142,-0.047459992565875186,1.8763679658578725,0.875,6.0,-0.0032777954927318154,0.0,0.75,False
wfo_no4h|sem_confirmacao|sem_filtro|tp2.5_sl1.0_96,4,0,wfo_no4h,pred_score_wfo_no4h,sem_confirmacao,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.005913934666833376,0.009017494631820777,-0.04526031354855142,-0.047459992565875186,1.8763679658578725,0.875,6.0,-0.0032777954927318154,0.0,0.75,False
execution_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.2_sl1.2_96,4,0,execution_30m,pred_score_execution_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.2_sl1.2_96,2.2,1.2,96,0.003518902027722856,0.0034912400360541662,-0.021167126732045793,-0.024788203705558565,1.2872588284441817,0.5,5.375,-0.003525128294297843,0.0,0.75,False
execution_30m|sem_confirmacao|sem_filtro|tp2.2_sl1.2_96,4,0,execution_30m,pred_score_execution_30m,sem_confirmacao,sem_filtro,tp2.2_sl1.2_96,2.2,1.2,96,0.003518902027722856,0.0034912400360541662,-0.021167126732045793,-0.024788203705558565,1.2872588284441817,0.5,5.375,-0.003525128294297843,0.0,0.75,False
daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.5_sl1.0_96,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.008699076180599521,0.015057871203625367,-0.050106508845701114,-0.05229502243829165,1.8426272055240913,0.75,7.375,-0.003591117806531388,0.0,0.75,False
daytrade_1h_30m|sem_confirmacao|sem_filtro|tp2.5_sl1.0_96,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp2.5_sl1.0_96,2.5,1.0,96,0.008699076180599521,0.015057871203625367,-0.050106508845701114,-0.05229502243829165,1.8426272055240913,0.75,7.375,-0.003591117806531388,0.0,0.75,False
wfo_exec_heavy|exec_30m_dir_1h_minimo|volume_muito_leve|tp2.5_sl1.0_96,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,exec_30m_dir_1h_minimo,volume_muito_leve,tp2.5_sl1.0_96,2.5,1.0,96,0.002863624463158812,0.00382971068969587,-0.01452543705416287,-0.017955411688436507,1.1280079762342852,0.625,5.375,-0.003695555995317978,0.0,0.75,False
wfo_exec_heavy|sem_confirmacao|volume_muito_leve|tp2.5_sl1.0_96,4,0,wfo_exec_heavy,pred_score_wfo_exec_heavy,sem_confirmacao,volume_muito_leve,tp2.5_sl1.0_96,2.5,1.0,96,0.002863624463158812,0.00382971068969587,-0.01452543705416287,-0.017955411688436507,1.1280079762342852,0.625,5.375,-0.003695555995317978,0.0,0.75,False
daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_96,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.0039465613067419525,0.006213005764232393,-0.02379134485895551,-0.021629950635449813,1.431362576362512,0.75,5.75,-0.004437077727425331,0.0,0.75,False
daytrade_1h_30m|sem_confirmacao|sem_filtro|tp2.0_sl1.0_96,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.0039465613067419525,0.006213005764232393,-0.02379134485895551,-0.021629950635449813,1.431362576362512,0.75,5.75,-0.004437077727425331,0.0,0.75,False
rank_wfo_no4h|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_96,4,0,rank_wfo_no4h,pred_rank_score_wfo_no4h,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.004114816602463808,0.008262671735839028,-0.019223949162815,-0.02596378681247813,2.042020787521671,0.5,7.0,-0.004447767244693828,0.0,0.75,False
rank_wfo_no4h|sem_confirmacao|sem_filtro|tp2.0_sl1.0_96,4,0,rank_wfo_no4h,pred_rank_score_wfo_no4h,sem_confirmacao,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.004114816602463808,0.008262671735839028,-0.019223949162815,-0.02596378681247813,2.042020787521671,0.5,7.0,-0.004447767244693828,0.0,0.75,False
rank_daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_96,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.004343286563409321,0.009182566060570135,-0.024510561654560004,-0.024199265776277068,2.102219319785513,0.5,7.0,-0.004651356188086587,0.0,0.75,False
rank_daytrade_1h_30m|sem_confirmacao|sem_filtro|tp2.0_sl1.0_96,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.004343286563409321,0.009182566060570135,-0.024510561654560004,-0.024199265776277068,2.102219319785513,0.5,7.0,-0.004651356188086587,0.0,0.75,False
rank_daytrade_1h_30m|exec_30m_dir_1h_minimo|sem_filtro|tp2.2_sl1.0_96,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.004183739129902858,0.009187470737468062,-0.024510561654560004,-0.0227867195634871,1.421304479999709,0.5,8.375,-0.005120273627639999,0.0,0.75,False
rank_daytrade_1h_30m|sem_confirmacao|sem_filtro|tp2.2_sl1.0_96,4,0,rank_daytrade_1h_30m,pred_rank_score_daytrade_1h_30m,sem_confirmacao,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.004183739129902858,0.009187470737468062,-0.024510561654560004,-0.0227867195634871,1.421304479999709,0.5,8.375,-0.005120273627639999,0.0,0.75,False
balanced_4tf|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_72,4,0,balanced_4tf,pred_score_balanced_4tf,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.005878881506373765,0.010954494035254364,-0.024377625407081216,-0.030409726122230918,2.2556078741789607,0.5,7.625,-0.005821064780537944,0.0,0.75,False
balanced_4tf|sem_confirmacao|sem_filtro|tp2.0_sl1.0_72,4,0,balanced_4tf,pred_score_balanced_4tf,sem_confirmacao,sem_filtro,tp2.0_sl1.0_72,2.0,1.0,72,0.005878881506373765,0.010954494035254364,-0.024377625407081216,-0.030409726122230918,2.2556078741789607,0.5,7.625,-0.005821064780537944,0.0,0.75,False
directional_1h|exec_30m_dir_1h_minimo|sem_filtro|tp2.2_sl1.0_96,4,0,directional_1h,pred_score_directional_1h,exec_30m_dir_1h_minimo,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.006131204636287982,0.009731551673216127,-0.024510561654560004,-0.02433406427507656,1.335692779515678,0.625,9.0,-0.006436926370491418,0.0,0.75,False
directional_1h|sem_confirmacao|sem_filtro|tp2.2_sl1.0_96,4,0,directional_1h,pred_score_directional_1h,sem_confirmacao,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.006131204636287982,0.009731551673216127,-0.024510561654560004,-0.02433406427507656,1.335692779515678,0.625,9.0,-0.006436926370491418,0.0,0.75,False
wfo_1h_heavy|exec_30m_dir_1h_minimo|sem_filtro|tp2.2_sl1.0_96,4,0,wfo_1h_heavy,pred_score_wfo_1h_heavy,exec_30m_dir_1h_minimo,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.005484349682047834,0.009507708225177991,-0.024510561654560004,-0.02433406427507656,1.3509782109179467,0.625,7.625,-0.0068589565036147266,0.0,0.75,False
wfo_1h_heavy|sem_confirmacao|sem_filtro|tp2.2_sl1.0_96,4,0,wfo_1h_heavy,pred_score_wfo_1h_heavy,sem_confirmacao,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.005484349682047834,0.009507708225177991,-0.024510561654560004,-0.02433406427507656,1.3509782109179467,0.625,7.625,-0.0068589565036147266,0.0,0.75,False
daytrade_1h_30m|exec_30m_dir_1h_minimo|volume_muito_leve|tp2.0_sl1.0_72,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,exec_30m_dir_1h_minimo,volume_muito_leve,tp2.0_sl1.0_72,2.0,1.0,72,0.003474622265213556,0.004371487257207013,-0.020913103461034588,-0.029486329917948195,1.6256324933256137,0.5,4.625,-0.007094225790767657,0.0,0.75,False
daytrade_1h_30m|sem_confirmacao|volume_muito_leve|tp2.0_sl1.0_72,4,0,daytrade_1h_30m,pred_score_daytrade_1h_30m,sem_confirmacao,volume_muito_leve,tp2.0_sl1.0_72,2.0,1.0,72,0.003474622265213556,0.004371487257207013,-0.020913103461034588,-0.029486329917948195,1.6256324933256137,0.5,4.625,-0.007094225790767657,0.0,0.75,False
balanced_4tf|exec_30m_dir_1h_minimo|sem_filtro|tp2.0_sl1.0_96,4,0,balanced_4tf,pred_score_balanced_4tf,exec_30m_dir_1h_minimo,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.006081118472584024,0.010954494035254364,-0.028548783996694915,-0.033508325277027406,2.2673316578543647,0.5,7.625,-0.007413165476655836,0.0,0.75,False
balanced_4tf|sem_confirmacao|sem_filtro|tp2.0_sl1.0_96,4,0,balanced_4tf,pred_score_balanced_4tf,sem_confirmacao,sem_filtro,tp2.0_sl1.0_96,2.0,1.0,96,0.006081118472584024,0.010954494035254364,-0.028548783996694915,-0.033508325277027406,2.2673316578543647,0.5,7.625,-0.007413165476655836,0.0,0.75,False
balanced_4tf|exec_30m_dir_1h_minimo|sem_filtro|tp2.2_sl1.0_96,4,0,balanced_4tf,pred_score_balanced_4tf,exec_30m_dir_1h_minimo,sem_filtro,tp2.2_sl1.0_96,2.2,1.0,96,0.005334933452673038,0.00995057397776608,-0.028548783996694915,-0.032374778449775876,1.5541253218285802,0.625,7.625,-0.007639691823597828,0.0,0.75,False
